tanggal,tn,tx,tavg,rh_avg,rr,source_file,month,day_of_year,rain3,rain3_valid_days,rain7,rain7_valid_days,rain14,rain14_valid_days,temp_range,rainfall_anomaly,score_rr,score_rain3,score_rain7,score_rain14,score_rh_avg,score_temp_range,fri,risk_level,confidence
2025-01-05,24.5,31.4,27.3,84.0,,laporan_iklim_harian-januari-2025.xlsx,1,5,10.900000000000013,2,82.3,6,140.0,11,6.899999999999999,,,43.08943089430892,72.65122265122264,65.4700222057735,65.0,80.61224489795919,63.872544709088544,Medium,0.5773809523809523
2025-01-06,24.6,32.5,27.3,83.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,6,0.0,2,29.6,6,101.5,11,7.899999999999999,21.012269938650302,0.0,0.0,35.98879103282624,51.22131754256107,60.0,75.51020408163265,30.846981021424938,Low,0.7698412698412698
2025-01-07,23.2,32.7,25.7,89.0,19.0,laporan_iklim_harian-januari-2025.xlsx,1,7,19.00000000000001,2,47.900000000000006,6,114.5,11,9.500000000000004,83.74233128834356,38.666666666666664,54.45920303605311,50.5148005148005,56.032568467801624,81.25,42.49999999999999,52.30148419787753,Medium,0.7698412698412698
2025-01-08,21.8,32.5,26.4,84.0,43.5,laporan_iklim_harian-januari-2025.xlsx,1,8,62.500000000000014,3,91.4,6,157.0,11,10.7,93.86503067484662,63.5,79.32330827067669,75.6437514764942,71.76165803108807,65.0,22.22222222222225,63.34572351205161,Medium,0.8809523809523809
2025-01-09,22.4,30.6,26.1,90.0,0.2,laporan_iklim_harian-januari-2025.xlsx,1,9,62.70000000000002,3,73.60000000000001,6,157.20000000000002,12,8.200000000000003,44.47852760736196,0.8,79.3628808864266,67.05276705276704,71.83567727609179,83.33333333333333,70.83333333333329,56.43905896280955,Medium,0.9047619047619048
2025-01-10,22.8,30.4,26.3,86.0,14.8,laporan_iklim_harian-januari-2025.xlsx,1,10,58.500000000000014,3,77.5,6,172.0,13,7.599999999999998,79.06441717791411,33.06666666666666,78.53185595567867,69.56241956241954,75.64076276399426,75.0,77.04081632653063,64.77759951754436,Medium,0.9285714285714285
2025-01-11,23.0,27.0,24.1,95.0,0.1,laporan_iklim_harian-januari-2025.xlsx,1,11,15.100000000000014,3,77.60000000000001,6,168.1,13,4.0,42.714723926380366,0.4,50.75901328273243,69.62676962676962,75.24092679926184,93.75,95.40816326530613,56.59363527028403,Medium,0.9285714285714285
2025-01-12,23.0,26.2,24.0,97.0,10.0,laporan_iklim_harian-januari-2025.xlsx,1,12,24.900000000000013,3,87.60000000000001,7,169.89999999999998,13,3.1999999999999997,73.84969325153375,26.666666666666664,60.05692599620492,75.19489723600283,75.42546647529218,97.91666666666667,99.48979591836735,67.11080248659239,High,0.9761904761904763
2025-01-13,22.9,27.9,25.1,90.0,24.7,laporan_iklim_harian-januari-2025.xlsx,1,13,34.80000000000001,3,112.3,7,141.9,13,5.0,87.19325153374233,44.7,69.44971537001896,78.11244979919678,66.17320503330866,83.33333333333333,90.3061224489796,69.44504941456111,High,0.9761904761904763
2025-01-14,23.2,29.4,25.5,92.0,,laporan_iklim_harian-januari-2025.xlsx,1,14,34.70000000000001,2,93.3,6,141.20000000000002,12,6.199999999999999,,,69.35483870967741,75.8681785967399,65.91413767579571,87.5,84.18367346938776,76.7935457592456,High,0.5952380952380952
2025-01-15,23.0,28.9,25.7,91.0,72.6,laporan_iklim_harian-januari-2025.xlsx,1,15,97.3,2,122.4,6,213.8,12,5.899999999999999,98.77300613496932,79.03999999999999,86.20894341115947,79.30545712260808,79.92618412958787,85.41666666666667,85.71428571428572,82.55986852072475,High,0.7936507936507936
2025-01-16,23.7,29.4,25.6,92.0,,laporan_iklim_harian-januari-2025.xlsx,1,16,72.6,1,122.2,5,195.8,11,5.699999999999999,,,81.32172536604669,79.2818332152138,78.0807873692844,87.5,86.73469387755102,82.79987049873667,High,0.45833333333333337
2025-01-17,23.2,30.0,26.0,87.0,52.6,laporan_iklim_harian-januari-2025.xlsx,1,17,125.20000000000002,2,160.0,5,237.5,11,6.800000000000001,95.70552147239265,71.04,91.72932330827066,83.74675171273329,82.35595653065408,77.08333333333333,81.12244897959184,80.63434041856831,High,0.7222222222222222
2025-01-18,23.4,29.1,25.0,95.0,24.2,laporan_iklim_harian-januari-2025.xlsx,1,18,76.80000000000003,2,184.1,5,261.7,11,5.700000000000003,86.42638036809815,44.2,82.15275029679462,86.59343255374438,84.83698995283986,93.75,86.73469387755101,76.02596801933723,High,0.7222222222222222
2025-01-19,23.0,29.5,26.0,89.0,26.1,laporan_iklim_harian-januari-2025.xlsx,1,19,102.90000000000003,3,200.2,5,287.8,12,6.5,87.73006134969326,46.1,87.31697665215671,88.49515709898417,87.51281525527989,81.25,82.65306122448979,75.59940960448043,High,0.8571428571428572
2025-01-20,23.8,29.6,26.3,88.0,1.4,laporan_iklim_harian-januari-2025.xlsx,1,20,51.70000000000003,3,176.9,5,289.2,12,5.800000000000001,54.44785276073619,5.6,77.18638702018204,85.7429718875502,87.65634611441459,79.16666666666667,86.22448979591837,63.27303126799815,Medium,0.8571428571428572
2025-01-21,24.4,30.8,26.8,83.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,21,27.50000000000003,3,176.9,6,270.2,12,6.400000000000002,21.012269938650302,0.0,62.52371916508539,85.7429718875502,85.70842731187204,60.0,83.16326530612244,55.411522143255176,Medium,0.9047619047619048
2025-01-22,23.8,29.6,25.9,90.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,22,1.4000000000000283,3,104.3,6,226.7,12,5.800000000000001,21.012269938650302,0.0,17.500000000000245,77.16749350342546,81.24871847447201,83.33333333333333,86.22448979591837,48.633669342348824,Medium,0.9047619047619048
2025-01-23,23.9,31.1,26.5,88.0,3.2,laporan_iklim_harian-januari-2025.xlsx,1,23,3.2000000000000286,3,107.5,7,229.7,12,7.200000000000003,63.420245398773,12.8,27.439024390243933,77.54547602173399,81.55628460118925,79.16666666666667,79.0816326530612,52.21249963938699,Medium,0.9523809523809524
2025-01-24,23.8,31.4,27.1,84.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,24,3.2000000000000286,3,54.90000000000001,7,214.9,12,7.599999999999998,21.012269938650302,0.0,27.439024390243933,55.01930501930501,80.03895837605086,65.0,77.04081632653063,43.05071891752922,Medium,0.9523809523809524
2025-01-25,23.7,31.3,25.5,93.0,82.4,laporan_iklim_harian-januari-2025.xlsx,1,25,85.60000000000004,3,113.10000000000002,7,297.20000000000005,12,7.600000000000001,98.92638036809817,82.96000000000001,83.89394538979028,78.20694542877392,88.47652245232726,89.58333333333333,77.0408163265306,83.09110558648646,High,0.9523809523809524
2025-01-26,22.8,30.8,26.3,87.0,67.8,laporan_iklim_harian-januari-2025.xlsx,1,26,150.20000000000005,3,154.8,7,355.0,12,8.0,97.85276073619632,77.12,96.67590027700831,83.13253012048193,94.40229649374615,77.08333333333333,75.0,83.33778922284857,High,0.9523809523809524
2025-01-27,23.2,29.4,25.6,92.0,,laporan_iklim_harian-januari-2025.xlsx,1,27,150.20000000000005,2,153.4,6,330.3,11,6.199999999999999,,,96.67590027700831,82.96716276872195,91.87000205044085,87.5,84.18367346938776,88.95974092821628,High,0.5773809523809523
2025-01-28,22.9,26.0,23.8,97.0,30.1,laporan_iklim_harian-januari-2025.xlsx,1,28,97.90000000000003,2,183.50000000000003,6,360.4,12,3.1000000000000014,89.87730061349694,50.1,86.32766125840918,86.52256083156155,94.9559155218372,97.91666666666667,100.0,81.95200792859978,High,0.7936507936507936
2025-01-29,22.6,30.5,25.3,88.0,7.2,laporan_iklim_harian-januari-2025.xlsx,1,29,37.30000000000003,2,190.7,6,295.0,12,7.899999999999999,70.62883435582822,22.933333333333334,71.82163187855788,87.37302149775573,88.25097395940126,79.16666666666667,75.51020408163265,65.2302409418933,Medium,0.7936507936507936
2025-01-30,21.6,30.1,25.4,84.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,30,37.30000000000003,3,187.50000000000003,6,295.0,13,8.5,21.012269938650302,0.0,71.82163187855788,86.9950389794472,88.25097395940126,65.0,64.58333333333336,55.67617961856878,Medium,0.9285714285714285
2025-01-31,22.6,31.4,26.2,84.0,7.0,laporan_iklim_harian-januari-2025.xlsx,1,31,14.200000000000028,3,194.50000000000003,6,249.4,13,8.799999999999997,69.93865030674846,22.666666666666668,49.796747967479675,87.8218757382471,83.57596883329916,65.0,58.33333333333343,55.6568945042296,Medium,0.9285714285714285
2025-02-01,21.0,32.8,26.4,80.0,16.0,laporan_iklim_harian-februari-2025.xlsx,2,32,23.00000000000003,3,128.10000000000002,6,241.2,13,11.799999999999995,80.98159509202453,34.666666666666664,58.254269449715366,79.97873848334514,82.7352880869387,43.75,16.11111111111115,49.56702680447205,Medium,0.9285714285714285
2025-02-02,21.7,33.2,27.8,81.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,33,23.00000000000003,3,60.30000000000001,6,215.1,13,11.500000000000004,21.012269938650302,0.0,58.254269449715366,58.49420849420848,80.05946278449866,50.0,17.777777777777775,38.597598109190876,Medium,0.9285714285714285
2025-02-03,24.4,33.1,28.2,78.0,0.3,laporan_iklim_harian-februari-2025.xlsx,2,34,16.30000000000003,3,60.600000000000016,7,214.0,13,8.700000000000003,46.08895705521473,1.2,51.89753320683112,58.68725868725868,79.94668853803567,31.25,60.41666666666664,41.22726429825859,Medium,0.9761904761904763
2025-02-04,24.2,32.2,27.4,76.0,5.0,laporan_iklim_harian-februari-2025.xlsx,2,35,5.300000000000028,3,35.500000000000014,7,219.0,13,8.000000000000004,67.56134969325154,20.0,31.707317073170756,40.712570056044825,80.45929874923108,23.214285714285715,74.99999999999993,40.22642165510683,Medium,0.9761904761904763
2025-02-05,24.0,28.8,26.2,84.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,36,5.300000000000028,3,28.30000000000001,7,219.0,13,4.800000000000001,21.012269938650302,0.0,31.707317073170756,34.94795836669334,80.45929874923108,65.0,91.3265306122449,43.078566636397994,Medium,0.9761904761904763
2025-02-06,23.0,30.4,26.3,82.0,2.5,laporan_iklim_harian-februari-2025.xlsx,2,37,7.500000000000028,3,30.80000000000001,7,218.3,13,7.399999999999999,60.73619631901841,10.0,36.1788617886179,36.94955964771816,80.38753331966373,55.0,78.06122448979593,43.27614331031707,Medium,0.9761904761904763
2025-02-07,23.1,33.5,26.8,79.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,38,2.5000000000000284,3,23.80000000000001,7,218.3,13,10.4,21.012269938650302,0.0,26.016260162601657,31.34507606084867,80.38753331966373,37.5,23.88888888888891,27.152100106947344,Low,0.9761904761904763
2025-02-08,23.2,30.0,25.5,86.0,0.2,laporan_iklim_harian-februari-2025.xlsx,2,39,2.7000000000000286,3,8.000000000000014,7,136.1,13,6.800000000000001,44.47852760736196,0.8,26.422764227642308,12.598425196850396,64.02664692820133,75.0,81.12244897959184,37.19534866481493,Medium,0.9761904761904763
2025-02-09,22.8,30.5,26.2,83.0,3.5,laporan_iklim_harian-februari-2025.xlsx,2,40,3.7000000000000286,3,11.500000000000014,7,71.8,13,7.699999999999999,64.49386503067484,14.0,28.455284552845555,18.110236220472434,36.14173228346456,60.0,76.53061224489797,36.00135740872113,Medium,0.9761904761904763
2025-02-10,22.6,31.2,26.1,82.0,1.2,laporan_iklim_harian-februari-2025.xlsx,2,41,4.900000000000029,3,12.400000000000013,7,73.0,14,8.599999999999998,52.99079754601227,4.8,30.894308943089456,19.527559055118097,36.77165354330709,55.0,62.50000000000007,31.610161001216326,Low,1.0
2025-02-11,22.7,32.2,27.1,75.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,42,4.700000000000029,3,7.400000000000015,7,42.9,14,9.500000000000004,21.012269938650302,0.0,30.487804878048806,11.653543307086618,21.198613174839032,21.42857142857143,42.49999999999999,19.554739503442374,Low,1.0
2025-02-12,23.7,33.7,27.7,78.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,43,1.2000000000000284,3,7.400000000000015,7,35.7,14,10.000000000000004,21.012269938650302,0.0,15.000000000000261,11.653543307086618,17.63249133234275,31.25,30.000000000000018,15.698780629297325,Low,1.0
2025-02-13,23.8,32.5,27.8,82.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,44,0.0,3,4.900000000000015,7,35.7,14,8.7,21.012269938650302,0.0,0.0,7.716535433070876,17.63249133234275,55.0,60.416666666666714,20.233229448194912,Low,1.0
2025-02-14,25.0,30.8,27.1,86.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,45,0.0,3,4.900000000000015,7,28.7,14,5.800000000000001,21.012269938650302,0.0,0.0,7.716535433070876,14.165428429915801,75.0,86.22448979591837,26.757696627339968,Low,1.0
2025-02-15,23.8,32.6,27.3,81.0,28.0,laporan_iklim_harian-februari-2025.xlsx,2,46,28.00000000000003,3,32.70000000000002,7,40.7,14,8.8,88.88036809815951,48.0,62.99810246679317,38.47077662129703,20.10896483407628,50.0,58.33333333333336,48.631133469960815,Medium,1.0
2025-02-16,24.1,31.2,27.1,85.0,17.6,laporan_iklim_harian-februari-2025.xlsx,2,47,45.60000000000003,3,46.80000000000001,7,58.3,14,7.099999999999998,82.51533742331289,36.8,75.97942223981005,49.759807846277006,29.055118110236222,70.0,79.59183673469389,57.20414294613126,Medium,1.0
2025-02-17,23.4,33.5,26.8,84.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,48,45.60000000000003,3,45.60000000000001,7,58.0,14,10.1,21.012269938650302,0.0,75.97942223981005,48.799039231385095,28.897637795275593,65.0,27.500000000000117,39.28050411219735,Medium,1.0
2025-02-18,23.2,31.2,26.8,85.0,17.0,laporan_iklim_harian-februari-2025.xlsx,2,49,34.60000000000003,3,62.60000000000001,7,70.0,14,8.0,81.82515337423312,36.0,69.25996204933587,59.97425997425996,35.196850393700785,70.0,75.0,57.11781644537625,Medium,1.0
2025-02-19,21.8,30.6,24.7,91.0,50.0,laporan_iklim_harian-februari-2025.xlsx,2,50,67.00000000000003,3,112.6,7,120.0,14,8.8,95.16871165644172,70.0,80.21369212504946,78.14788566028821,58.0680977054034,85.41666666666667,58.33333333333336,72.63423104459346,High,1.0
2025-02-20,22.3,32.3,27.6,81.0,,laporan_iklim_harian-februari-2025.xlsx,2,51,67.00000000000003,2,112.6,6,117.5,13,9.999999999999996,,,80.21369212504946,78.14788566028821,57.14285714285714,50.0,30.000000000000195,60.63894265111849,Medium,0.6130952380952381
2025-02-21,24.0,32.0,27.2,83.0,,laporan_iklim_harian-februari-2025.xlsx,2,52,50.0,1,112.6,5,117.5,12,8.0,,,76.85001978630787,78.14788566028821,57.14285714285714,60.0,75.0,70.74196336078735,High,0.47619047619047616
2025-02-22,24.7,30.4,26.4,88.0,1.2,laporan_iklim_harian-februari-2025.xlsx,2,53,1.2,1,85.80000000000001,5,118.5,12,5.699999999999999,52.99079754601227,4.8,14.999999999999906,74.90347490347489,57.512953367875646,79.16666666666667,86.73469387755102,46.07202065394143,Medium,0.6349206349206349
2025-02-23,23.4,29.7,25.4,93.0,14.4,laporan_iklim_harian-februari-2025.xlsx,2,54,15.600000000000028,2,82.60000000000001,5,129.4,12,6.300000000000001,78.68098159509202,32.53333333333333,51.23339658444023,72.84427284427284,61.547002220577355,89.58333333333333,83.6734693877551,61.44987420708331,Medium,0.746031746031746
2025-02-24,22.6,29.4,25.1,91.0,110.2,laporan_iklim_harian-februari-2025.xlsx,2,55,125.80000000000004,3,192.8,5,238.4,12,6.799999999999997,99.84662576687116,100.0,91.84804115552038,87.6210725253957,82.44822636866927,85.41666666666667,81.12244897959185,89.73845909371914,High,0.8571428571428572
2025-02-25,22.5,31.5,26.2,88.0,11.8,laporan_iklim_harian-februari-2025.xlsx,2,56,136.40000000000003,3,187.6,5,250.2,12,9.0,76.38036809815951,29.066666666666666,93.94538979026514,87.00685093314434,83.65798646709042,79.16666666666667,54.166666666666714,67.4725709114004,High,0.8571428571428572
2025-02-26,23.6,30.1,25.8,92.0,,laporan_iklim_harian-februari-2025.xlsx,2,57,122.00000000000004,2,137.60000000000002,4,250.2,11,6.5,,,91.09616145627226,81.10087408457359,83.65798646709042,87.5,82.65306122448979,85.69749497909733,High,0.5059523809523809
2025-02-27,23.6,29.9,25.5,94.0,115.8,laporan_iklim_harian-februari-2025.xlsx,2,58,127.60000000000002,2,253.4,5,366.0,11,6.299999999999997,100.0,100.0,92.20419469726949,94.77911646586345,95.53003895837605,91.66666666666667,83.67346938775512,93.51173071333429,High,0.7222222222222222
2025-02-28,23.6,31.7,26.1,89.0,43.6,laporan_iklim_harian-februari-2025.xlsx,2,59,159.40000000000003,2,297.0,6,409.6,11,8.099999999999998,94.01840490797548,63.6,98.49624060150376,99.92912827781714,100.0,81.25,72.91666666666671,83.71361736197332,High,0.7698412698412698
2025-03-01,23.8,33.3,27.6,85.0,1.8,laporan_iklim_harian-maret-2025.xlsx,3,60,161.20000000000002,3,297.6,6,383.4,11,9.499999999999996,56.901840490797554,7.2,98.85239414325287,100.0,97.31392249333607,70.0,42.50000000000017,63.17687107798422,Medium,0.8809523809523809
2025-03-02,24.6,33.5,28.4,80.0,0.3,laporan_iklim_harian-maret-2025.xlsx,3,61,45.70000000000003,3,283.5,6,366.1,11,8.899999999999999,46.08895705521473,1.2,75.999208547685,98.33451452870304,95.54029116259996,43.75,56.25000000000007,54.80404800510246,Medium,0.8809523809523809
2025-03-03,24.2,33.6,27.8,83.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,62,2.1000000000000285,3,173.29999999999998,6,366.1,11,9.400000000000002,21.012269938650302,0.0,25.203252032520357,85.31774155445311,95.54029116259996,60.0,45.00000000000003,43.14234075593204,Medium,0.8809523809523809
2025-03-04,25.0,30.8,26.7,89.0,,laporan_iklim_harian-maret-2025.xlsx,3,63,0.3000000000000284,2,161.5,5,349.1,10,5.800000000000001,,,3.7500000000003317,83.9239310181904,93.79741644453557,81.25,86.22448979591837,63.786006355426586,Medium,0.5238095238095238
2025-03-05,22.6,33.7,27.1,86.0,4.1,laporan_iklim_harian-maret-2025.xlsx,3,64,4.100000000000028,2,165.60000000000002,6,303.2,10,11.1,66.25766871165644,16.4,29.268292682926855,84.40822111977322,89.09165470576174,75.0,20.00000000000002,45.77405717512753,Medium,0.746031746031746
2025-03-06,23.0,29.5,26.1,87.0,26.2,laporan_iklim_harian-maret-2025.xlsx,3,65,30.300000000000026,2,76.00000000000001,6,329.4,11,6.5,87.9601226993865,46.2,65.18026565464895,68.59716859716859,91.77773221242566,77.08333333333333,82.65306122448979,68.01386082542112,High,0.7698412698412698
2025-03-07,23.8,33.0,27.9,82.0,0.2,laporan_iklim_harian-maret-2025.xlsx,3,66,30.50000000000003,3,32.600000000000016,6,329.6,12,9.2,44.47852760736196,0.8,65.37001897533207,38.39071257005604,91.7982366208735,55.0,50.00000000000007,43.96243434266218,Medium,0.9047619047619048
2025-03-08,24.5,32.6,28.0,81.0,1.8,laporan_iklim_harian-maret-2025.xlsx,3,67,28.200000000000028,3,32.60000000000001,6,330.2,12,8.100000000000001,56.901840490797554,7.2,63.18785578747628,38.39071257005603,91.85974984621693,50.0,72.91666666666664,47.81965302762535,Medium,0.9047619047619048
2025-03-09,22.0,30.5,25.9,87.0,10.3,laporan_iklim_harian-maret-2025.xlsx,3,68,12.300000000000033,3,42.600000000000016,6,326.1,12,8.5,74.23312883435584,27.066666666666666,45.934959349593505,46.39711769415531,91.4394094730367,77.08333333333333,64.58333333333336,53.307167138012346,Medium,0.9047619047619048
2025-03-10,23.0,32.8,27.9,84.0,5.3,laporan_iklim_harian-maret-2025.xlsx,3,69,17.400000000000034,3,47.90000000000001,6,221.2,12,9.799999999999995,67.79141104294479,20.4,52.94117647058824,50.514800514800505,80.68484724215706,65.0,35.00000000000021,46.33394009555346,Medium,0.9047619047619048
2025-03-11,24.6,30.1,26.5,89.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,70,15.600000000000032,3,47.90000000000001,7,209.4,12,5.5,21.012269938650302,0.0,51.23339658444023,50.514800514800505,79.4750871437359,81.25,87.75510204081633,51.122173414604156,Medium,0.9523809523809524
2025-03-12,24.6,29.5,26.2,91.0,5.7,laporan_iklim_harian-maret-2025.xlsx,3,71,11.000000000000032,3,49.500000000000014,7,215.1,13,4.899999999999999,68.25153374233128,20.933333333333334,43.292682926829286,51.54440154440154,80.05946278449866,85.41666666666667,90.81632653061226,56.06442540840113,Medium,0.9761904761904763
2025-03-13,24.2,33.0,27.6,84.0,15.3,laporan_iklim_harian-maret-2025.xlsx,3,72,21.000000000000032,3,38.600000000000016,7,114.6,13,8.8,79.67791411042946,33.733333333333334,56.35673624288425,43.1945556445156,56.06957809030347,65.0,58.33333333333336,50.290821737617875,Medium,0.9761904761904763
2025-03-14,23.4,28.8,25.5,94.0,27.1,laporan_iklim_harian-maret-2025.xlsx,3,73,48.10000000000004,3,65.50000000000001,7,98.1,13,5.400000000000002,88.49693251533742,47.1,76.47407993668382,61.84041184041183,49.94750656167979,91.66666666666667,88.26530612244898,68.33042433793386,High,0.9761904761904763
2025-03-15,23.7,32.2,27.6,82.0,2.4,laporan_iklim_harian-maret-2025.xlsx,3,74,44.80000000000003,3,66.10000000000002,7,98.7,13,8.500000000000004,60.19938650306749,9.6,75.82113177681045,62.22651222651222,50.18504811250925,55.0,64.58333333333329,49.85420800058984,Medium,0.9761904761904763
2025-03-16,24.7,33.0,28.5,84.0,,laporan_iklim_harian-maret-2025.xlsx,3,75,29.50000000000004,2,55.800000000000026,6,98.4,12,8.3,,,64.42125237191652,55.598455598455594,50.074019245003704,65.0,68.75,61.725227651536024,Medium,0.5952380952380952
2025-03-17,22.8,30.1,26.2,87.0,22.9,laporan_iklim_harian-maret-2025.xlsx,3,76,25.30000000000003,2,73.4,6,121.3,12,7.300000000000001,85.58282208588957,42.9,60.43643263757116,66.9240669240669,58.549222797927456,77.08333333333333,78.57142857142857,62.0540331316313,Medium,0.7936507936507936
2025-03-18,23.4,32.0,27.6,81.0,0.4,laporan_iklim_harian-maret-2025.xlsx,3,77,23.30000000000003,2,73.80000000000001,6,121.7,13,8.600000000000001,47.23926380368098,1.6,58.53889943074004,67.18146718146717,58.697261287934865,50.0,62.5,44.92972609216157,Medium,0.8174603174603176
2025-03-19,25.0,29.2,26.6,86.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,78,23.30000000000003,3,68.10000000000001,6,117.6,13,4.199999999999999,21.012269938650302,0.0,58.53889943074004,63.5135135135135,57.17986676535899,75.0,94.38775510204083,52.36095685501706,Medium,0.9285714285714285
2025-03-20,23.2,27.0,24.6,91.0,4.7,laporan_iklim_harian-maret-2025.xlsx,3,79,5.1000000000000325,3,57.500000000000014,6,96.1,13,3.8000000000000007,67.10122699386503,18.8,31.300813008130113,56.692406692406685,48.897637795275585,85.41666666666667,96.42857142857143,51.6305730993003,Medium,0.9285714285714285
2025-03-21,23.1,30.0,25.4,88.0,0.2,laporan_iklim_harian-maret-2025.xlsx,3,80,4.900000000000032,3,30.60000000000001,6,96.1,13,6.899999999999999,44.47852760736196,0.8,30.894308943089463,36.78943154523618,48.897637795275585,79.16666666666667,80.61224489795919,40.75387703462476,Medium,0.9285714285714285
2025-03-22,23.7,27.7,25.1,94.0,7.6,laporan_iklim_harian-maret-2025.xlsx,3,81,12.500000000000032,3,35.80000000000001,6,101.9,13,4.0,71.24233128834356,23.466666666666665,46.341463414634156,40.9527622097678,51.36935603256847,91.66666666666667,95.40816326530613,54.47603377411143,Medium,0.9285714285714285
2025-03-23,23.2,29.0,26.0,90.0,64.9,laporan_iklim_harian-maret-2025.xlsx,3,82,72.70000000000003,3,100.70000000000002,7,156.5,13,5.800000000000001,97.62269938650306,75.96000000000001,81.34151167392164,76.74226317032837,71.57660991857882,83.33333333333333,86.22448979591837,79.36097627157922,High,0.9761904761904763
2025-03-24,23.4,32.6,27.3,86.0,1.5,laporan_iklim_harian-maret-2025.xlsx,3,83,74.00000000000003,3,79.30000000000001,7,152.7,13,9.200000000000005,55.52147239263804,6.0,81.598733676296,70.7207207207207,70.17024426350851,75.0,49.99999999999996,54.19487926971815,Medium,0.9761904761904763
2025-03-25,24.0,33.7,28.3,82.0,15.0,laporan_iklim_harian-maret-2025.xlsx,3,84,81.40000000000003,3,93.90000000000002,7,167.7,13,9.700000000000005,79.29447852760735,33.33333333333333,83.06292045904235,75.93905031892275,75.1999179823662,55.0,37.49999999999998,57.73176677121684,Medium,0.9761904761904763
2025-03-26,24.2,34.4,29.3,80.0,8.0,laporan_iklim_harian-maret-2025.xlsx,3,85,24.50000000000003,3,101.90000000000002,7,170.0,13,10.2,72.00920245398773,24.0,59.67741935483871,76.88400661469407,75.4357186795161,43.75,25.00000000000013,47.32415673112349,Medium,0.9761904761904763
2025-03-27,24.4,34.8,27.4,87.0,,laporan_iklim_harian-maret-2025.xlsx,3,86,23.00000000000003,2,97.20000000000002,6,154.7,12,10.4,,,58.254269449715366,76.32884479092841,70.91043671354552,77.08333333333333,23.88888888888891,60.44941015102696,Medium,0.5952380952380952
2025-03-28,24.5,33.1,27.3,81.0,1.7,laporan_iklim_harian-maret-2025.xlsx,3,87,9.700000000000028,2,98.70000000000002,6,129.3,12,8.600000000000001,56.59509202453987,6.8,40.650406504065046,76.50602409638554,61.5099925980755,50.0,62.5,44.33198417507839,Medium,0.7936507936507936
2025-03-29,23.4,34.1,28.9,72.0,9.2,laporan_iklim_harian-maret-2025.xlsx,3,88,10.900000000000029,2,100.3,6,136.1,12,10.700000000000005,73.31288343558282,25.599999999999998,43.08943089430895,76.69501535553981,64.02664692820133,16.071428571428573,22.222222222222218,38.66885079406051,Medium,0.7936507936507936
2025-03-30,24.4,33.1,28.3,80.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,89,10.900000000000029,3,35.40000000000001,6,136.1,13,8.700000000000003,21.012269938650302,0.0,43.08943089430895,40.63250600480383,64.02664692820133,43.75,60.41666666666664,36.7404267724025,Medium,0.9285714285714285
2025-03-31,23.2,32.6,27.4,79.0,19.2,laporan_iklim_harian-maret-2025.xlsx,3,90,28.400000000000027,3,53.10000000000001,6,132.4,13,9.400000000000002,83.97239263803681,38.93333333333333,63.37760910815939,53.861003861003844,62.65729089563287,37.5,45.00000000000003,49.12873482367908,Medium,0.9285714285714285
2025-04-01,24.1,35.1,28.7,74.0,0.1,laporan_iklim_harian-april-2025.xlsx,4,91,19.30000000000003,3,38.20000000000001,6,132.1,13,11.0,42.714723926380366,0.4,54.7438330170778,42.87429943955163,62.54626202812731,19.642857142857142,20.555555555555575,29.76429962692294,Low,0.9285714285714285
2025-04-02,22.6,31.4,26.1,88.0,62.0,laporan_iklim_harian-april-2025.xlsx,4,92,81.30000000000003,3,92.20000000000002,6,194.1,13,8.799999999999997,97.16257668711656,74.8,83.0431341511674,75.73824710607134,77.90649989747796,79.16666666666667,58.33333333333343,75.085013885892,High,0.9285714285714285
2025-04-03,23.1,32.8,27.7,79.0,,laporan_iklim_harian-april-2025.xlsx,4,93,62.10000000000002,2,92.20000000000002,6,189.4,12,9.699999999999996,,,79.24416303917688,75.73824710607134,77.42464629895427,37.5,37.5000000000002,61.602712404855374,Medium,0.5952380952380952
2025-04-04,23.6,31.9,27.5,78.0,8.0,laporan_iklim_harian-april-2025.xlsx,4,94,70.00000000000003,2,98.5,6,197.2,12,8.299999999999997,72.00920245398773,24.0,80.80728136129798,76.48240018899125,78.22431822841911,31.25,68.75000000000007,56.45624812345021,Medium,0.7936507936507936
