tanggal,tn,tx,tavg,rh_avg,rr,source_file,month,day_of_year,rain3,rain3_valid_days,rain7,rain7_valid_days,rain14,rain14_valid_days,temp_range,rainfall_anomaly
2024-12-04,24.2,32.1,27.2,79.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,339,1.4000000000000123,3,15.4,6,79.5,13,7.900000000000002,21.012269938650306
2024-12-05,22.4,32.2,27.2,75.0,,laporan_iklim_harian-desember-2024.xlsx,12,340,1.4000000000000123,2,13.2,5,77.6,12,9.800000000000004,
2024-12-06,22.7,33.5,28.4,73.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,341,0.0,2,5.5,5,38.9,12,10.8,21.012269938650306
2024-12-07,24.0,33.3,28.3,74.0,2.0,laporan_iklim_harian-desember-2024.xlsx,12,342,2.0000000000000124,2,7.5,6,38.9,12,9.299999999999997,57.82208588957055
2024-12-08,24.3,34.3,28.7,70.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,343,2.0000000000000124,3,3.4,6,38.6,12,9.999999999999996,21.012269938650306
2024-12-09,23.8,31.4,26.8,79.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,344,2.0000000000000124,3,3.4,6,35.3,12,7.599999999999998,21.012269938650306
2024-12-10,23.8,33.7,28.0,78.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,345,0.0,3,2.0,6,32.699999999999996,12,9.900000000000002,21.012269938650306
2024-12-11,24.5,33.2,28.3,78.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,346,0.0,3,2.0,6,17.4,12,8.700000000000003,21.012269938650306
2024-12-12,23.2,33.3,26.3,86.0,11.5,laporan_iklim_harian-desember-2024.xlsx,12,347,11.500000000000012,3,13.5,7,26.700000000000003,12,10.099999999999998,75.53680981595092
2024-12-13,23.5,31.2,26.8,85.0,10.5,laporan_iklim_harian-desember-2024.xlsx,12,348,22.000000000000014,3,24.0,7,29.5,12,7.699999999999999,74.5398773006135
2024-12-14,24.0,33.9,28.4,76.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,349,22.000000000000014,3,22.0,7,29.5,13,9.899999999999999,21.012269938650306
2024-12-15,24.2,33.6,28.6,79.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,350,10.500000000000012,3,22.0,7,25.4,13,9.400000000000002,21.012269938650306
2024-12-16,25.2,34.8,28.7,79.0,0.0,laporan_iklim_harian-desember-2024.xlsx,12,351,0.0,3,22.0,7,25.4,13,9.599999999999998,21.012269938650306
2024-12-17,23.8,33.3,27.7,86.0,4.0,laporan_iklim_harian-desember-2024.xlsx,12,352,4.000000000000012,3,26.0,7,28.0,13,9.499999999999996,65.79754601226993
2024-12-18,22.9,31.7,26.0,89.0,25.5,laporan_iklim_harian-desember-2024.xlsx,12,353,29.500000000000014,3,51.5,7,53.5,13,8.8,87.42331288343557
2024-12-19,22.6,32.5,26.1,86.0,64.9,laporan_iklim_harian-desember-2024.xlsx,12,354,94.40000000000002,3,104.9,7,118.4,14,9.899999999999999,97.62269938650306
2024-12-20,22.9,32.0,25.7,90.0,3.5,laporan_iklim_harian-desember-2024.xlsx,12,355,93.90000000000002,3,97.9,7,121.9,14,9.100000000000001,64.49386503067484
2024-12-21,23.3,32.9,27.6,82.0,12.4,laporan_iklim_harian-desember-2024.xlsx,12,356,80.80000000000003,3,110.30000000000001,7,132.3,14,9.599999999999998,76.68711656441718
2024-12-22,23.2,31.9,27.1,85.0,21.0,laporan_iklim_harian-desember-2024.xlsx,12,357,36.90000000000001,3,131.3,7,153.3,14,8.7,84.96932515337423
2024-12-23,23.6,29.0,25.6,94.0,38.5,laporan_iklim_harian-desember-2024.xlsx,12,358,71.9,3,169.8,7,191.8,14,5.399999999999999,92.17791411042946
2024-12-24,24.0,32.4,27.3,86.0,6.0,laporan_iklim_harian-desember-2024.xlsx,12,359,65.50000000000001,3,171.8,7,197.8,14,8.399999999999999,68.48159509202453
2024-12-25,23.9,31.0,26.4,87.0,1.0,laporan_iklim_harian-desember-2024.xlsx,12,360,45.500000000000014,3,147.3,7,198.8,14,7.100000000000001,51.99386503067485
2024-12-26,24.3,31.5,27.1,86.0,,laporan_iklim_harian-desember-2024.xlsx,12,361,7.000000000000014,2,82.4,6,187.3,13,7.199999999999999,
2024-12-27,24.2,33.3,28.3,81.0,,laporan_iklim_harian-desember-2024.xlsx,12,362,1.0,1,78.9,5,176.8,12,9.099999999999998,
2024-12-28,24.8,32.0,27.5,83.0,4.0,laporan_iklim_harian-desember-2024.xlsx,12,363,4.0,1,70.5,5,180.8,12,7.199999999999999,65.79754601226993
2024-12-29,24.2,32.0,27.7,84.0,8.2,laporan_iklim_harian-desember-2024.xlsx,12,364,12.200000000000014,2,57.7,5,189.0,12,7.800000000000001,72.39263803680981
2024-12-30,22.0,32.0,25.9,87.0,52.7,laporan_iklim_harian-desember-2024.xlsx,12,365,64.90000000000002,3,71.9,5,241.7,12,10.0,95.85889570552148
2024-12-31,23.0,33.2,27.4,84.0,0.7,laporan_iklim_harian-desember-2024.xlsx,12,366,61.60000000000002,3,66.60000000000001,5,238.4,12,10.200000000000003,49.76993865030675
2025-01-01,24.2,33.5,28.0,81.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,1,53.40000000000002,3,65.60000000000001,5,212.9,12,9.3,21.012269938650306
2025-01-02,24.7,32.9,28.0,82.0,18.0,laporan_iklim_harian-januari-2025.xlsx,1,2,18.700000000000014,3,83.60000000000001,6,166.0,12,8.2,82.74539877300614
2025-01-03,24.7,31.5,26.9,86.0,10.9,laporan_iklim_harian-januari-2025.xlsx,1,3,28.900000000000013,3,94.5,7,173.4,12,6.800000000000001,74.84662576687117
2025-01-04,24.4,31.4,26.6,89.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,4,28.900000000000013,3,90.5,7,161.0,12,7.0,21.012269938650306
2025-01-05,24.5,31.4,27.3,84.0,,laporan_iklim_harian-januari-2025.xlsx,1,5,10.900000000000013,2,82.3,6,140.0,11,6.899999999999999,
2025-01-06,24.6,32.5,27.3,83.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,6,0.0,2,29.6,6,101.49999999999999,11,7.899999999999999,21.012269938650306
2025-01-07,23.2,32.7,25.7,89.0,19.0,laporan_iklim_harian-januari-2025.xlsx,1,7,19.000000000000014,2,47.900000000000006,6,114.5,11,9.500000000000004,83.74233128834356
2025-01-08,21.8,32.5,26.4,84.0,43.5,laporan_iklim_harian-januari-2025.xlsx,1,8,62.500000000000014,3,91.4,6,157.0,11,10.7,93.86503067484662
2025-01-09,22.4,30.6,26.1,90.0,0.2,laporan_iklim_harian-januari-2025.xlsx,1,9,62.70000000000002,3,73.60000000000001,6,157.20000000000002,12,8.200000000000003,44.47852760736196
2025-01-10,22.8,30.4,26.3,86.0,14.8,laporan_iklim_harian-januari-2025.xlsx,1,10,58.500000000000014,3,77.5,6,172.0,13,7.599999999999998,79.06441717791411
2025-01-11,23.0,27.0,24.1,95.0,0.1,laporan_iklim_harian-januari-2025.xlsx,1,11,15.100000000000014,3,77.60000000000001,6,168.1,13,4.0,42.714723926380366
2025-01-12,23.0,26.2,24.0,97.0,10.0,laporan_iklim_harian-januari-2025.xlsx,1,12,24.900000000000013,3,87.60000000000001,7,169.89999999999998,13,3.1999999999999993,73.84969325153375
2025-01-13,22.9,27.9,25.1,90.0,24.7,laporan_iklim_harian-januari-2025.xlsx,1,13,34.80000000000001,3,112.30000000000001,7,141.9,13,5.0,87.19325153374233
2025-01-14,23.2,29.4,25.5,92.0,,laporan_iklim_harian-januari-2025.xlsx,1,14,34.70000000000001,2,93.30000000000001,6,141.20000000000002,12,6.199999999999999,
2025-01-15,23.0,28.9,25.7,91.0,72.6,laporan_iklim_harian-januari-2025.xlsx,1,15,97.30000000000001,2,122.4,6,213.8,12,5.899999999999999,98.77300613496932
2025-01-16,23.7,29.4,25.6,92.0,,laporan_iklim_harian-januari-2025.xlsx,1,16,72.6,1,122.2,5,195.8,11,5.699999999999999,
2025-01-17,23.2,30.0,26.0,87.0,52.6,laporan_iklim_harian-januari-2025.xlsx,1,17,125.20000000000002,2,160.0,5,237.5,11,6.800000000000001,95.70552147239265
2025-01-18,23.4,29.1,25.0,95.0,24.2,laporan_iklim_harian-januari-2025.xlsx,1,18,76.80000000000003,2,184.10000000000002,5,261.7,11,5.700000000000003,86.42638036809815
2025-01-19,23.0,29.5,26.0,89.0,26.1,laporan_iklim_harian-januari-2025.xlsx,1,19,102.90000000000003,3,200.20000000000002,5,287.8,12,6.5,87.73006134969326
2025-01-20,23.8,29.6,26.3,88.0,1.4,laporan_iklim_harian-januari-2025.xlsx,1,20,51.70000000000003,3,176.9,5,289.2,12,5.800000000000001,54.44785276073619
2025-01-21,24.4,30.8,26.8,83.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,21,27.50000000000003,3,176.9,6,270.2,12,6.400000000000002,21.012269938650306
2025-01-22,23.8,29.6,25.9,90.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,22,1.4000000000000283,3,104.30000000000001,6,226.70000000000002,12,5.800000000000001,21.012269938650306
2025-01-23,23.9,31.1,26.5,88.0,3.2,laporan_iklim_harian-januari-2025.xlsx,1,23,3.2000000000000286,3,107.50000000000001,7,229.7,12,7.200000000000003,63.420245398773
2025-01-24,23.8,31.4,27.1,84.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,24,3.2000000000000286,3,54.90000000000001,7,214.9,12,7.599999999999998,21.012269938650306
2025-01-25,23.7,31.3,25.5,93.0,82.4,laporan_iklim_harian-januari-2025.xlsx,1,25,85.60000000000004,3,113.10000000000002,7,297.20000000000005,12,7.600000000000001,98.92638036809815
2025-01-26,22.8,30.8,26.3,87.0,67.8,laporan_iklim_harian-januari-2025.xlsx,1,26,150.20000000000005,3,154.8,7,355.0,12,8.0,97.85276073619632
2025-01-27,23.2,29.4,25.6,92.0,,laporan_iklim_harian-januari-2025.xlsx,1,27,150.20000000000005,2,153.4,6,330.3,11,6.199999999999999,
2025-01-28,22.9,26.0,23.8,97.0,30.1,laporan_iklim_harian-januari-2025.xlsx,1,28,97.90000000000003,2,183.50000000000003,6,360.40000000000003,12,3.1000000000000014,89.87730061349694
2025-01-29,22.6,30.5,25.3,88.0,7.2,laporan_iklim_harian-januari-2025.xlsx,1,29,37.30000000000003,2,190.70000000000002,6,295.0,12,7.899999999999999,70.62883435582822
2025-01-30,21.6,30.1,25.4,84.0,0.0,laporan_iklim_harian-januari-2025.xlsx,1,30,37.30000000000003,3,187.50000000000003,6,295.0,13,8.5,21.012269938650306
2025-01-31,22.6,31.4,26.2,84.0,7.0,laporan_iklim_harian-januari-2025.xlsx,1,31,14.200000000000028,3,194.50000000000003,6,249.4,13,8.799999999999997,69.93865030674846
2025-02-01,21.0,32.8,26.4,80.0,16.0,laporan_iklim_harian-februari-2025.xlsx,2,32,23.00000000000003,3,128.10000000000002,6,241.2,13,11.799999999999997,80.98159509202453
2025-02-02,21.7,33.2,27.8,81.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,33,23.00000000000003,3,60.30000000000001,6,215.1,13,11.500000000000004,21.012269938650306
2025-02-03,24.4,33.1,28.2,78.0,0.3,laporan_iklim_harian-februari-2025.xlsx,2,34,16.30000000000003,3,60.600000000000016,7,214.0,13,8.700000000000003,46.08895705521473
2025-02-04,24.2,32.2,27.4,76.0,5.0,laporan_iklim_harian-februari-2025.xlsx,2,35,5.300000000000028,3,35.500000000000014,7,219.0,13,8.000000000000004,67.56134969325154
2025-02-05,24.0,28.8,26.2,84.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,36,5.300000000000028,3,28.300000000000015,7,219.0,13,4.800000000000001,21.012269938650306
2025-02-06,23.0,30.4,26.3,82.0,2.5,laporan_iklim_harian-februari-2025.xlsx,2,37,7.500000000000028,3,30.800000000000015,7,218.3,13,7.399999999999999,60.73619631901841
2025-02-07,23.1,33.5,26.8,79.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,38,2.5000000000000284,3,23.800000000000015,7,218.3,13,10.399999999999999,21.012269938650306
2025-02-08,23.2,30.0,25.5,86.0,0.2,laporan_iklim_harian-februari-2025.xlsx,2,39,2.7000000000000286,3,8.000000000000014,7,136.1,13,6.800000000000001,44.47852760736196
2025-02-09,22.8,30.5,26.2,83.0,3.5,laporan_iklim_harian-februari-2025.xlsx,2,40,3.7000000000000286,3,11.500000000000014,7,71.8,13,7.699999999999999,64.49386503067484
2025-02-10,22.6,31.2,26.1,82.0,1.2,laporan_iklim_harian-februari-2025.xlsx,2,41,4.900000000000029,3,12.400000000000013,7,73.0,14,8.599999999999998,52.99079754601227
2025-02-11,22.7,32.2,27.1,75.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,42,4.700000000000029,3,7.400000000000015,7,42.9,14,9.500000000000004,21.012269938650306
2025-02-12,23.7,33.7,27.7,78.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,43,1.2000000000000284,3,7.400000000000015,7,35.699999999999996,14,10.000000000000004,21.012269938650306
2025-02-13,23.8,32.5,27.8,82.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,44,0.0,3,4.900000000000015,7,35.699999999999996,14,8.7,21.012269938650306
2025-02-14,25.0,30.8,27.1,86.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,45,0.0,3,4.900000000000015,7,28.7,14,5.800000000000001,21.012269938650306
2025-02-15,23.8,32.6,27.3,81.0,28.0,laporan_iklim_harian-februari-2025.xlsx,2,46,28.00000000000003,3,32.70000000000002,7,40.7,14,8.8,88.88036809815951
2025-02-16,24.1,31.2,27.1,85.0,17.6,laporan_iklim_harian-februari-2025.xlsx,2,47,45.60000000000003,3,46.80000000000001,7,58.3,14,7.099999999999998,82.51533742331289
2025-02-17,23.4,33.5,26.8,84.0,0.0,laporan_iklim_harian-februari-2025.xlsx,2,48,45.60000000000003,3,45.60000000000001,7,58.0,14,10.100000000000001,21.012269938650306
2025-02-18,23.2,31.2,26.8,85.0,17.0,laporan_iklim_harian-februari-2025.xlsx,2,49,34.60000000000003,3,62.60000000000001,7,70.0,14,8.0,81.82515337423312
2025-02-19,21.8,30.6,24.7,91.0,50.0,laporan_iklim_harian-februari-2025.xlsx,2,50,67.00000000000003,3,112.60000000000001,7,120.0,14,8.8,95.16871165644172
2025-02-20,22.3,32.3,27.6,81.0,,laporan_iklim_harian-februari-2025.xlsx,2,51,67.00000000000003,2,112.60000000000001,6,117.5,13,9.999999999999996,
2025-02-21,24.0,32.0,27.2,83.0,,laporan_iklim_harian-februari-2025.xlsx,2,52,50.0,1,112.60000000000001,5,117.5,12,8.0,
2025-02-22,24.7,30.4,26.4,88.0,1.2,laporan_iklim_harian-februari-2025.xlsx,2,53,1.2,1,85.80000000000001,5,118.5,12,5.699999999999999,52.99079754601227
2025-02-23,23.4,29.7,25.4,93.0,14.4,laporan_iklim_harian-februari-2025.xlsx,2,54,15.600000000000028,2,82.60000000000001,5,129.4,12,6.300000000000001,78.68098159509202
2025-02-24,22.6,29.4,25.1,91.0,110.2,laporan_iklim_harian-februari-2025.xlsx,2,55,125.80000000000003,3,192.8,5,238.4,12,6.799999999999997,99.84662576687117
2025-02-25,22.5,31.5,26.2,88.0,11.8,laporan_iklim_harian-februari-2025.xlsx,2,56,136.40000000000003,3,187.60000000000002,5,250.20000000000002,12,9.0,76.38036809815951
2025-02-26,23.6,30.1,25.8,92.0,,laporan_iklim_harian-februari-2025.xlsx,2,57,122.00000000000004,2,137.60000000000002,4,250.20000000000002,11,6.5,
2025-02-27,23.6,29.9,25.5,94.0,115.8,laporan_iklim_harian-februari-2025.xlsx,2,58,127.60000000000002,2,253.4,5,366.0,11,6.299999999999997,100.0
2025-02-28,23.6,31.7,26.1,89.0,43.6,laporan_iklim_harian-februari-2025.xlsx,2,59,159.40000000000003,2,297.0,6,409.6,11,8.099999999999998,94.01840490797547
2025-03-01,23.8,33.3,27.6,85.0,1.8,laporan_iklim_harian-maret-2025.xlsx,3,60,161.20000000000002,3,297.6,6,383.4,11,9.499999999999996,56.901840490797554
2025-03-02,24.6,33.5,28.4,80.0,0.3,laporan_iklim_harian-maret-2025.xlsx,3,61,45.70000000000003,3,283.5,6,366.09999999999997,11,8.899999999999999,46.08895705521473
2025-03-03,24.2,33.6,27.8,83.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,62,2.1000000000000285,3,173.29999999999998,6,366.09999999999997,11,9.400000000000002,21.012269938650306
2025-03-04,25.0,30.8,26.7,89.0,,laporan_iklim_harian-maret-2025.xlsx,3,63,0.30000000000002847,2,161.5,5,349.09999999999997,10,5.800000000000001,
2025-03-05,22.6,33.7,27.1,86.0,4.1,laporan_iklim_harian-maret-2025.xlsx,3,64,4.100000000000028,2,165.60000000000002,6,303.2,10,11.100000000000001,66.25766871165644
2025-03-06,23.0,29.5,26.1,87.0,26.2,laporan_iklim_harian-maret-2025.xlsx,3,65,30.300000000000026,2,76.00000000000001,6,329.4,11,6.5,87.9601226993865
2025-03-07,23.8,33.0,27.9,82.0,0.2,laporan_iklim_harian-maret-2025.xlsx,3,66,30.50000000000003,3,32.600000000000016,6,329.59999999999997,12,9.2,44.47852760736196
2025-03-08,24.5,32.6,28.0,81.0,1.8,laporan_iklim_harian-maret-2025.xlsx,3,67,28.200000000000028,3,32.60000000000001,6,330.2,12,8.100000000000001,56.901840490797554
2025-03-09,22.0,30.5,25.9,87.0,10.3,laporan_iklim_harian-maret-2025.xlsx,3,68,12.300000000000033,3,42.600000000000016,6,326.1,12,8.5,74.23312883435584
2025-03-10,23.0,32.8,27.9,84.0,5.3,laporan_iklim_harian-maret-2025.xlsx,3,69,17.400000000000034,3,47.90000000000001,6,221.2,12,9.799999999999997,67.79141104294479
2025-03-11,24.6,30.1,26.5,89.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,70,15.600000000000033,3,47.90000000000001,7,209.39999999999998,12,5.5,21.012269938650306
2025-03-12,24.6,29.5,26.2,91.0,5.7,laporan_iklim_harian-maret-2025.xlsx,3,71,11.000000000000032,3,49.500000000000014,7,215.1,13,4.899999999999999,68.25153374233128
2025-03-13,24.2,33.0,27.6,84.0,15.3,laporan_iklim_harian-maret-2025.xlsx,3,72,21.000000000000032,3,38.600000000000016,7,114.6,13,8.8,79.67791411042946
2025-03-14,23.4,28.8,25.5,94.0,27.1,laporan_iklim_harian-maret-2025.xlsx,3,73,48.10000000000004,3,65.50000000000001,7,98.10000000000001,13,5.400000000000002,88.49693251533742
2025-03-15,23.7,32.2,27.6,82.0,2.4,laporan_iklim_harian-maret-2025.xlsx,3,74,44.80000000000003,3,66.10000000000002,7,98.7,13,8.500000000000004,60.19938650306749
2025-03-16,24.7,33.0,28.5,84.0,,laporan_iklim_harian-maret-2025.xlsx,3,75,29.500000000000036,2,55.800000000000026,6,98.4,12,8.3,
2025-03-17,22.8,30.1,26.2,87.0,22.9,laporan_iklim_harian-maret-2025.xlsx,3,76,25.30000000000003,2,73.4,6,121.3,12,7.300000000000001,85.58282208588957
2025-03-18,23.4,32.0,27.6,81.0,0.4,laporan_iklim_harian-maret-2025.xlsx,3,77,23.30000000000003,2,73.80000000000001,6,121.7,13,8.600000000000001,47.239263803680984
2025-03-19,25.0,29.2,26.6,86.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,78,23.30000000000003,3,68.10000000000001,6,117.60000000000001,13,4.199999999999999,21.012269938650306
2025-03-20,23.2,27.0,24.6,91.0,4.7,laporan_iklim_harian-maret-2025.xlsx,3,79,5.1000000000000325,3,57.500000000000014,6,96.1,13,3.8000000000000007,67.10122699386503
2025-03-21,23.1,30.0,25.4,88.0,0.2,laporan_iklim_harian-maret-2025.xlsx,3,80,4.900000000000032,3,30.600000000000012,6,96.1,13,6.899999999999999,44.47852760736196
2025-03-22,23.7,27.7,25.1,94.0,7.6,laporan_iklim_harian-maret-2025.xlsx,3,81,12.500000000000032,3,35.80000000000001,6,101.9,13,4.0,71.24233128834356
2025-03-23,23.2,29.0,26.0,90.0,64.9,laporan_iklim_harian-maret-2025.xlsx,3,82,72.70000000000003,3,100.70000000000002,7,156.5,13,5.800000000000001,97.62269938650306
2025-03-24,23.4,32.6,27.3,86.0,1.5,laporan_iklim_harian-maret-2025.xlsx,3,83,74.00000000000003,3,79.30000000000001,7,152.7,13,9.200000000000003,55.52147239263804
2025-03-25,24.0,33.7,28.3,82.0,15.0,laporan_iklim_harian-maret-2025.xlsx,3,84,81.40000000000003,3,93.90000000000002,7,167.7,13,9.700000000000003,79.29447852760735
2025-03-26,24.2,34.4,29.3,80.0,8.0,laporan_iklim_harian-maret-2025.xlsx,3,85,24.50000000000003,3,101.90000000000002,7,170.0,13,10.2,72.00920245398773
2025-03-27,24.4,34.8,27.4,87.0,,laporan_iklim_harian-maret-2025.xlsx,3,86,23.00000000000003,2,97.20000000000002,6,154.7,12,10.399999999999999,
2025-03-28,24.5,33.1,27.3,81.0,1.7,laporan_iklim_harian-maret-2025.xlsx,3,87,9.700000000000028,2,98.70000000000002,6,129.3,12,8.600000000000001,56.59509202453987
2025-03-29,23.4,34.1,28.9,72.0,9.2,laporan_iklim_harian-maret-2025.xlsx,3,88,10.900000000000027,2,100.30000000000001,6,136.1,12,10.700000000000003,73.31288343558282
2025-03-30,24.4,33.1,28.3,80.0,0.0,laporan_iklim_harian-maret-2025.xlsx,3,89,10.900000000000027,3,35.40000000000001,6,136.1,13,8.700000000000003,21.012269938650306
2025-03-31,23.2,32.6,27.4,79.0,19.2,laporan_iklim_harian-maret-2025.xlsx,3,90,28.400000000000027,3,53.10000000000001,6,132.4,13,9.400000000000002,83.97239263803681
2025-04-01,24.1,35.1,28.7,74.0,0.1,laporan_iklim_harian-april-2025.xlsx,4,91,19.30000000000003,3,38.20000000000001,6,132.1,13,11.0,42.714723926380366
2025-04-02,22.6,31.4,26.1,88.0,62.0,laporan_iklim_harian-april-2025.xlsx,4,92,81.30000000000003,3,92.20000000000002,6,194.1,13,8.799999999999997,97.16257668711657
2025-04-03,23.1,32.8,27.7,79.0,,laporan_iklim_harian-april-2025.xlsx,4,93,62.10000000000002,2,92.20000000000002,6,189.4,12,9.699999999999996,
2025-04-04,23.6,31.9,27.5,78.0,8.0,laporan_iklim_harian-april-2025.xlsx,4,94,70.00000000000003,2,98.5,6,197.2,12,8.299999999999997,72.00920245398773
2025-04-05,23.3,28.7,25.3,90.0,44.2,laporan_iklim_harian-april-2025.xlsx,4,95,52.20000000000003,2,133.50000000000003,6,233.8,12,5.399999999999999,94.47852760736197
2025-04-06,23.5,32.1,26.3,88.0,0.5,laporan_iklim_harian-april-2025.xlsx,4,96,52.70000000000003,3,134.00000000000003,6,169.4,12,8.600000000000001,48.236196319018404
2025-04-07,24.4,30.5,25.6,90.0,18.7,laporan_iklim_harian-april-2025.xlsx,4,97,63.400000000000034,3,133.50000000000003,6,186.6,12,6.100000000000001,83.43558282208589
2025-04-08,24.4,30.5,26.8,87.0,29.1,laporan_iklim_harian-april-2025.xlsx,4,98,48.300000000000026,3,162.50000000000003,6,200.7,12,6.100000000000001,89.41717791411043
2025-04-09,24.2,29.8,26.3,92.0,0.5,laporan_iklim_harian-april-2025.xlsx,4,99,48.300000000000026,3,101.00000000000003,6,193.2,12,5.600000000000001,48.236196319018404
2025-04-10,23.0,33.3,27.8,80.0,4.0,laporan_iklim_harian-april-2025.xlsx,4,100,33.60000000000003,3,105.00000000000003,7,197.2,13,10.299999999999997,65.79754601226993
2025-04-11,22.4,29.4,26.6,87.0,2.0,laporan_iklim_harian-april-2025.xlsx,4,101,6.500000000000028,3,99.00000000000003,7,197.5,13,7.0,57.82208588957055
2025-04-12,24.9,31.9,27.9,80.0,2.2,laporan_iklim_harian-april-2025.xlsx,4,102,8.200000000000028,3,57.000000000000014,7,190.5,13,7.0,59.43251533742331
2025-04-13,23.6,32.5,27.3,81.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,103,4.200000000000029,3,56.500000000000014,7,190.5,13,8.899999999999999,21.012269938650306
2025-04-14,24.0,35.0,28.8,76.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,104,2.2000000000000286,3,37.80000000000001,7,171.3,13,11.0,21.012269938650306
2025-04-15,23.7,32.9,27.8,80.0,29.5,laporan_iklim_harian-april-2025.xlsx,4,105,29.50000000000003,3,38.20000000000002,7,200.70000000000002,13,9.2,89.57055214723927
2025-04-16,22.8,34.5,27.5,81.0,3.1,laporan_iklim_harian-april-2025.xlsx,4,106,32.60000000000003,3,40.80000000000001,7,141.8,13,11.7,63.190184049079754
2025-04-17,24.0,33.5,28.4,76.0,11.3,laporan_iklim_harian-april-2025.xlsx,4,107,43.90000000000003,3,48.100000000000016,7,153.10000000000002,14,9.5,75.15337423312883
2025-04-18,24.4,34.9,28.8,70.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,108,14.400000000000029,3,46.100000000000016,7,145.10000000000002,14,10.5,21.012269938650306
2025-04-19,24.2,32.4,27.0,84.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,109,11.30000000000003,3,43.90000000000001,7,100.89999999999999,14,8.2,21.012269938650306
2025-04-20,24.2,33.1,28.5,76.0,0.1,laporan_iklim_harian-april-2025.xlsx,4,110,0.10000000000002843,3,44.000000000000014,7,100.50000000000001,14,8.900000000000002,42.714723926380366
2025-04-21,24.3,32.8,27.8,81.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,111,0.10000000000002843,3,44.000000000000014,7,81.80000000000001,14,8.499999999999996,21.012269938650306
2025-04-22,24.8,34.3,28.4,80.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,112,0.10000000000002843,3,14.500000000000014,7,52.699999999999996,14,9.499999999999996,21.012269938650306
2025-04-23,23.0,30.6,26.3,87.0,82.7,laporan_iklim_harian-april-2025.xlsx,4,113,82.70000000000003,3,94.10000000000002,7,134.9,14,7.600000000000001,99.079754601227
2025-04-24,23.0,33.0,28.2,75.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,114,82.70000000000003,3,82.80000000000003,7,130.9,14,10.0,21.012269938650306
2025-04-25,23.8,33.2,27.9,83.0,20.5,laporan_iklim_harian-april-2025.xlsx,4,115,103.20000000000003,3,103.30000000000003,7,149.4,14,9.400000000000002,84.8159509202454
2025-04-26,23.3,30.3,26.2,86.0,17.5,laporan_iklim_harian-april-2025.xlsx,4,116,38.00000000000003,3,120.80000000000003,7,164.7,14,7.0,82.28527607361963
2025-04-27,23.6,33.4,28.2,82.0,2.0,laporan_iklim_harian-april-2025.xlsx,4,117,40.00000000000003,3,122.70000000000002,7,166.7,14,9.799999999999997,57.82208588957055
2025-04-28,24.1,33.0,27.3,87.0,0.0,laporan_iklim_harian-april-2025.xlsx,4,118,19.50000000000003,3,122.70000000000002,7,166.7,14,8.899999999999999,21.012269938650306
2025-04-29,23.0,32.4,27.3,82.0,45.0,laporan_iklim_harian-april-2025.xlsx,4,119,47.00000000000003,3,167.70000000000002,7,182.2,14,9.399999999999999,94.6319018404908
2025-04-30,23.4,32.4,26.4,87.0,,laporan_iklim_harian-april-2025.xlsx,4,120,45.00000000000003,2,85.00000000000001,6,179.1,13,9.0,
2025-05-01,24.3,33.6,27.9,85.0,3.5,laporan_iklim_harian-mei-2025.xlsx,5,121,48.50000000000003,2,88.50000000000001,6,171.3,13,9.3,64.49386503067484
2025-05-02,22.8,32.0,27.5,84.0,16.8,laporan_iklim_harian-mei-2025.xlsx,5,122,20.30000000000003,2,84.80000000000001,6,188.10000000000002,13,9.2,81.59509202453987
2025-05-03,22.0,34.0,26.9,78.0,7.6,laporan_iklim_harian-mei-2025.xlsx,5,123,27.900000000000027,3,74.90000000000002,6,195.70000000000002,13,12.0,71.24233128834356
